seq_name,seq_path,gt_label,frame_dir,num_frames
fall-20,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-20-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-20-cam0-rgb,110
fall-21,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-21-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-21-cam0-rgb,55
fall-22,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-22-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-22-cam0-rgb,56
fall-23,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-23-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-23-cam0-rgb,75
fall-24,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-24-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-24-cam0-rgb,60
fall-25,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-25-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-25-cam0-rgb,85
fall-26,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-26-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-26-cam0-rgb,61
fall-27,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-27-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-27-cam0-rgb,92
fall-28,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-28-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-28-cam0-rgb,66
fall-29,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-29-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-29-cam0-rgb,99
fall-30,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-30-cam0-rgb,1,D:\Workspace for Learning\My Projects\UTH Projects\Human-anomaly-localization-YOLOv8s-pose\urfd_fall_yolo_pose\..\data\raw\UR_Fall_Detection_Dataset\data\Fall_sequences\fall-30-cam0-rgb,70
